"","vaccine","manufacturer","name.age","brandname_tradename","date","year","cost","packaging","cost_type","age"
"20549","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2021-08-01,2021,191.745,"10 pack – 1 dose syringe","private","ped"
"20550","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2021-08-01,2021,134.77,"5 pack – 1 dose vial","private","ped"
"20551","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menquadfi.ped","menquadfi",2021-08-01,2021,141.43,"5 pack – 1 dose vial","private","ped"
"20552","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2021-08-01,2021,140.006,"5 pack – 1 dose vial","private","ped"
"20553","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2021-08-01,2021,82.499,"10 pack – 1 dose vial","private","ped"
"20554","MMR/Varicella [2]","Merck","proquad.ped","proquad",2021-08-01,2021,236.034,"10 pack – 1 dose vial","private","ped"
"20555","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2021-08-01,2021,211.86,"10 pack – 1 dose syringe","private","ped"
"20556","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2021-08-01,2021,110.454,"10 pack – 1 dose syringe","private","ped"
"20557","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-08-01,2021,87.883,"10 pack – 1 dose tube","private","ped"
"20558","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-08-01,2021,87.882,"25 pack – 1 dose tube","private","ped"
"20559","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2021-08-01,2021,127.032,"10 pack – 1 dose vial","private","ped"
"20560","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-08-01,2021,36.14,"10 pack – 1 dose syringe","private","ped"
"20561","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-08-01,2021,36.14,"10 pack – 1 dose vial","private","ped"
"20562","Tetanus and Diphtheria Toxoids [3]","Grifols","tdvax.ped","tdvax",2021-08-01,2021,25.876,"10 pack – 1 dose vial","private","ped"
"20563","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2021-08-01,2021,43.561,"10 pack – 1 dose vial","private","ped"
"20564","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2021-08-01,2021,43.561,"10 pack – 1 dose syringe","private","ped"
"20565","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2021-08-01,2021,48.14,"10 pack – 1 dose vial","private","ped"
"20566","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2021-08-01,2021,48.14,"5 pack – 1 dose syringe","private","ped"
"20567","Varicella [5]","Merck","varivax.ped","varivax",2021-08-01,2021,142.474,"10 pack – 1 dose vial","private","ped"
"20568","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2021-08-01,2021,19.202,"10 pack – 1 dose vial","cdc","ped"
"20569","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2021-08-01,2021,19.84,"10 pack – 1 dose syringe","cdc","ped"
"20570","DTaP-IPV [2]","Sanofi Pasteur","quadracel.ped","quadracel",2021-08-01,2021,43.352,"10 pack – 1 dose vial","cdc","ped"
"20571","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2021-08-01,2021,43.643,"10 pack – 1 dose syringe","cdc","ped"
"20572","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2021-08-01,2021,62.492,"10 pack – 1 dose syringe","cdc","ped"
"20573","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2021-08-01,2021,63.384,"5 pack – 1 dose vial","cdc","ped"
"20574","DTaP-IPV-HIB-HEPB [6]","Merck","vaxelis.ped","vaxelis",2021-08-01,2021,91.59,"10 pack – 1 dose vial","cdc","ped"
"20575","DTaP-IPV-HIB-HEPB [6]","Merck","vaxelis.ped","vaxelis",2021-08-01,2021,91.59,"10 pack – 1 dose syringe","cdc","ped"
"20576","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2021-08-01,2021,14.06,"1 pack – 10 dose vial","cdc","ped"
"20577","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2021-08-01,2021,21.4,"10 pack – 1 dose syringe","cdc","ped"
"20578","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2021-08-01,2021,21.724,"10 pack – 1 dose syringe","cdc","ped"
"20579","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2021-08-01,2021,65.135,"10 pack – 1 dose syringe","cdc","ped"
"20580","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2021-08-01,2021,15.673,"10 pack – 1 dose syringe","cdc","ped"
"20581","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2021-08-01,2021,13,"10 pack – 1 dose vial","cdc","ped"
"20582","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2021-08-01,2021,13.79,"10 pack – 1 dose vial","cdc","ped"
"20583","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2021-08-01,2021,10.02,"5 pack – 1 dose vial","cdc","ped"
"20584","Hib [5]","GlaxoSmithKline","hiberix.ped","hiberix",2021-08-01,2021,9.621,"10 pack – 1 dose vial","cdc","ped"
"20585","HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9.ped","gardasil9",2021-08-01,2021,196.32,"10 pack – 1 dose syringe","cdc","ped"
"20586","MENB – Meningococcal Group B [5]","Pfizer","trumenba.ped","trumenba",2021-08-01,2021,119.93,"10 pack – 1 dose syringe","cdc","ped"
"20587","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2021-08-01,2021,128.604,"10 pack – 1 dose syringe","cdc","ped"
"20588","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2021-08-01,2021,100.05,"5 pack – 1 dose vial","cdc","ped"
"20589","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menquadfi.ped","menquadfi",2021-08-01,2021,100.05,"5 pack – 1 dose vial","cdc","ped"
"20590","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2021-08-01,2021,99.582,"5 pack – 1 dose vial","cdc","ped"
"20591","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2021-08-01,2021,22.11,"10 pack – 1 dose vial","cdc","ped"
"20592","MMR/Varicella [2]","Merck","proquad.ped","proquad",2021-08-01,2021,144.625,"10 pack – 1 dose vial","cdc","ped"
"20593","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2021-08-01,2021,150.83,"10 pack – 1 dose syringe","cdc","ped"
"20594","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2021-08-01,2021,62.08,"10 pack – 1 dose syringe","cdc","ped"
"20595","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-08-01,2021,74.73,"10 pack – 1 dose tube","cdc","ped"
"20596","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-08-01,2021,74.73,"25 pack – 1 dose tube","cdc","ped"
"20597","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2021-08-01,2021,99.443,"10 pack – 1 dose vial","cdc","ped"
"20598","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-08-01,2021,21.77,"10 pack – 1 dose syringe","cdc","ped"
"20599","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-08-01,2021,21.77,"10 pack – 1 dose vial","cdc","ped"
"20600","Tetanus and Diphtheria Toxoids [3]","Grifols","tdvax.ped","tdvax",2021-08-01,2021,16.546,"10 pack – 1 dose vial","cdc","ped"
"20601","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2021-08-01,2021,34.067,"10 pack – 1 dose vial","cdc","ped"
"20602","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2021-08-01,2021,34.067,"10 pack – 1 dose syringe","cdc","ped"
"20603","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2021-08-01,2021,33.16,"10 pack – 1 dose vial","cdc","ped"
"20604","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2021-08-01,2021,33.16,"5 pack – 1 dose syringe","cdc","ped"
"20605","Varicella [5]","Merck","varivax.ped","varivax",2021-08-01,2021,115.77,"10 pack – 1 dose vial","cdc","ped"
"20606","Hepatitis A Adult [5]","Merck","vaqta.adult","vaqta",2021-09-01,2021,71.583,"10 pack – 1 dose syringe","private","adult"
"20607","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2021-09-01,2021,73.751,"10 pack – 1 dose syringe","private","adult"
"20608","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2021-09-01,2021,112.354,"10 pack – 1 dose syringe","private","adult"
"20609","Hepatitis B Adult [5]","Dynavax","heplisavb.adult","heplisavb",2021-09-01,2021,126.5,"5 pack – 1 dose syringe","private","adult"
"20610","Hepatitis B Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2021-09-01,2021,61.86,"10 pack – 1 dose vial","private","adult"
"20611","Hepatitis B Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2021-09-01,2021,61.86,"10 pack – 1 dose syringe","private","adult"
"20612","HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9.adult","gardasil9",2021-09-01,2021,239.29,"10 pack – 1 dose syringe","private","adult"
"20613","Measles, Mumps, & Rubella [1]","Merck","mmrii.adult","mmrii",2021-09-01,2021,82.499,"10 pack – 1 dose vial","private","adult"
"20614","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.adult","menveo",2021-09-01,2021,140.006,"5 pack – 1 dose vial","private","adult"
"20615","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi","menactra.adult","menactra",2021-09-01,2021,134.77,"5 pack – 1 dose vial","private","adult"
"20616","MENB – Meningococcal Group B [5]","Pfizer","trumenba.adult","trumenba",2021-09-01,2021,157.35,"10 pack – 1 dose syringe","private","adult"
"20617","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2021-09-01,2021,191.745,"10 pack – 1 dose syringe","private","adult"
"20618","Pneumococcal
13-valent [5]","Pfizer","prevnar13.adult","prevnar13",2021-09-01,2021,211.86,"10 pack – 1 dose syringe","private","adult"
"20619","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2021-09-01,2021,110.454,"10 pack – 1 dose syringe","private","adult"
"20620","Tetanus and Diphtheria Toxoids [3]","Grifols","tdvax.adult","tdvax",2021-09-01,2021,25.876,"10 pack – 1 dose vial","private","adult"
"20621","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2021-09-01,2021,48.14,"10 pack – 1 dose vial","private","adult"
"20622","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2021-09-01,2021,48.14,"5 pack – 1 dose syringe","private","adult"
"20623","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2021-09-01,2021,43.561,"10 pack – 1 dose vial","private","adult"
"20624","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2021-09-01,2021,43.561,"10 pack – 1 dose syringe","private","adult"
"20625","Varicella [5]","Merck","varivax.adult","varivax",2021-09-01,2021,142.474,"10 pack – 1 dose vial","private","adult"
"20626","Zoster Vaccine Recombinant, Adjuvanted","GlaxoSmithKline","shingrix.adult","shingrix",2021-09-01,2021,162.01,"1 pack – 1 dose vial","private","adult"
"20627","Zoster Vaccine Recombinant, Adjuvanted","GlaxoSmithKline","shingrix.adult","shingrix",2021-09-01,2021,162.009,"10 pack – 1 dose vial","private","adult"
"20628","Hepatitis A Adult [5]","Merck","vaqta.adult","vaqta",2021-09-01,2021,36.26,"10 pack – 1 dose syringe","cdc","adult"
"20629","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2021-09-01,2021,36.635,"10 pack – 1 dose syringe","cdc","adult"
"20630","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2021-09-01,2021,63.943,"10 pack – 1 dose syringe","cdc","adult"
"20631","Hepatitis B Adult [5]","Dynavax","heplisavb.adult","heplisavb",2021-09-01,2021,74.94,"5 pack – 1 dose syringe","cdc","adult"
"20632","Hepatitis B Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2021-09-01,2021,34.009,"10 pack – 1 dose vial","cdc","adult"
"20633","Hepatitis B Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2021-09-01,2021,34.009,"10 pack – 1 dose syringe","cdc","adult"
"20634","HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9.adult","gardasil9",2021-09-01,2021,159.773,"10 pack – 1 dose syringe","cdc","adult"
"20635","Measles, Mumps, & Rubella [1]","Merck","mmrii.adult","mmrii",2021-09-01,2021,53.929,"10 pack – 1 dose vial","cdc","adult"
"20636","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.adult","menveo",2021-09-01,2021,70.974,"5 pack – 1 dose vial","cdc","adult"
"20637","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi","menactra.adult","menactra",2021-09-01,2021,80.728,"5 pack – 1 dose vial","cdc","adult"
"20638","MENB – Meningococcal Group B [5]","Pfizer","trumenba.adult","trumenba",2021-09-01,2021,95.47,"10 pack – 1 dose syringe","cdc","adult"
"20639","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2021-09-01,2021,111.398,"10 pack – 1 dose syringe","cdc","adult"
"20640","Pneumococcal
13-valent [5]","Pfizer","prevnar13.adult","prevnar13",2021-09-01,2021,137.22,"10 pack – 1 dose syringe","cdc","adult"
"20641","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2021-09-01,2021,74.503,"10 pack – 1 dose syringe","cdc","adult"
"20642","Tetanus and Diphtheria Toxoids [3]","Grifols","tdvax.adult","tdvax",2021-09-01,2021,16.471,"10 pack – 1 dose vial","cdc","adult"
"20643","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2021-09-01,2021,26.652,"10 pack – 1 dose vial","cdc","adult"
"20644","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2021-09-01,2021,26.982,"5 pack – 1 dose syringe","cdc","adult"
"20645","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2021-09-01,2021,25.453,"10 pack – 1 dose vial","cdc","adult"
"20646","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2021-09-01,2021,26.156,"10 pack – 1 dose syringe","cdc","adult"
"20647","Varicella [5]","Merck","varivax.adult","varivax",2021-09-01,2021,94.385,"10 pack – 1 dose vial","cdc","adult"
"20648","Zoster Vaccine Recombinant, Adjuvanted","GlaxoSmithKline","shingrix.adult","shingrix",2021-09-01,2021,98.89,"1 pack – 1 dose vial","cdc","adult"
"20649","Zoster Vaccine Recombinant, Adjuvanted","GlaxoSmithKline","shingrix.adult","shingrix",2021-09-01,2021,102.221,"10 pack – 1 dose vial","cdc","adult"
"20650","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2021-09-01,2021,32.88,"10 pack – 1 dose vial","private","ped"
"20651","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2021-09-01,2021,26.309,"10 pack – 1 dose syringe","private","ped"
"20652","DTaP-IPV [2]","Sanofi Pasteur","quadracel.ped","quadracel",2021-09-01,2021,56.18,"10 pack – 1 dose vial","private","ped"
"20653","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2021-09-01,2021,55.639,"10 pack – 1 dose syringe","private","ped"
"20654","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2021-09-01,2021,90.045,"10 pack – 1 dose syringe","private","ped"
"20655","DTaP-IPV-HIB-HEPB [6]","Merck","vaxelis.ped","vaxelis",2021-09-01,2021,132.767,"10 pack – 1 dose vial","private","ped"
"20656","DTaP-IPV-HIB-HEPB [6]","Merck","vaxelis.ped","vaxelis",2021-09-01,2021,132.767,"10 pack – 1 dose syringe","private","ped"
"20657","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2021-09-01,2021,36.89,"1 pack – 10 dose vial","private","ped"
"20658","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2021-09-01,2021,34.597,"10 pack – 1 dose syringe","private","ped"
"20659","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2021-09-01,2021,34.847,"10 pack – 1 dose syringe","private","ped"
"20660","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2021-09-01,2021,112.354,"10 pack – 1 dose syringe","private","ped"
"20661","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2021-09-01,2021,25.351,"10 pack – 1 dose syringe","private","ped"
"20662","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2021-09-01,2021,24.878,"10 pack – 1 dose vial","private","ped"
"20663","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2021-09-01,2021,27.252,"10 pack – 1 dose vial","private","ped"
"20664","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2021-09-01,2021,17.63,"5 pack – 1 dose vial","private","ped"
"20665","Hib [5]","GlaxoSmithKline","hiberix.ped","hiberix",2021-09-01,2021,11.569,"10 pack – 1 dose vial","private","ped"
"20666","HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9.ped","gardasil9",2021-09-01,2021,239.29,"10 pack – 1 dose syringe","private","ped"
"20667","MENB – Meningococcal Group B [5]","Pfizer","trumenba.ped","trumenba",2021-09-01,2021,157.35,"10 pack – 1 dose syringe","private","ped"
"20668","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2021-09-01,2021,191.745,"10 pack – 1 dose syringe","private","ped"
"20669","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2021-09-01,2021,134.77,"5 pack – 1 dose vial","private","ped"
"20670","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menquadfi.ped","menquadfi",2021-09-01,2021,141.43,"5 pack – 1 dose vial","private","ped"
"20671","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2021-09-01,2021,140.006,"5 pack – 1 dose vial","private","ped"
"20672","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2021-09-01,2021,82.499,"10 pack – 1 dose vial","private","ped"
"20673","MMR/Varicella [2]","Merck","proquad.ped","proquad",2021-09-01,2021,236.034,"10 pack – 1 dose vial","private","ped"
"20674","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2021-09-01,2021,211.86,"10 pack – 1 dose syringe","private","ped"
"20675","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2021-09-01,2021,110.454,"10 pack – 1 dose syringe","private","ped"
"20676","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-09-01,2021,87.883,"10 pack – 1 dose tube","private","ped"
"20677","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-09-01,2021,87.882,"25 pack – 1 dose tube","private","ped"
"20678","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2021-09-01,2021,127.032,"10 pack – 1 dose vial","private","ped"
"20679","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-09-01,2021,36.14,"10 pack – 1 dose syringe","private","ped"
"20680","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-09-01,2021,36.14,"10 pack – 1 dose vial","private","ped"
"20681","Tetanus and Diphtheria Toxoids [3]","Grifols","tdvax.ped","tdvax",2021-09-01,2021,25.876,"10 pack – 1 dose vial","private","ped"
"20682","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2021-09-01,2021,43.561,"10 pack – 1 dose vial","private","ped"
"20683","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2021-09-01,2021,43.561,"10 pack – 1 dose syringe","private","ped"
"20684","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2021-09-01,2021,48.14,"10 pack – 1 dose vial","private","ped"
"20685","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2021-09-01,2021,48.14,"5 pack – 1 dose syringe","private","ped"
"20686","Varicella [5]","Merck","varivax.ped","varivax",2021-09-01,2021,142.474,"10 pack – 1 dose vial","private","ped"
"20687","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2021-09-01,2021,19.202,"10 pack – 1 dose vial","cdc","ped"
"20688","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2021-09-01,2021,19.84,"10 pack – 1 dose syringe","cdc","ped"
"20689","DTaP-IPV [2]","Sanofi Pasteur","quadracel.ped","quadracel",2021-09-01,2021,43.352,"10 pack – 1 dose vial","cdc","ped"
"20690","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2021-09-01,2021,43.643,"10 pack – 1 dose syringe","cdc","ped"
"20691","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2021-09-01,2021,62.492,"10 pack – 1 dose syringe","cdc","ped"
"20692","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2021-09-01,2021,63.384,"5 pack – 1 dose vial","cdc","ped"
"20693","DTaP-IPV-HIB-HEPB [6]","Merck","vaxelis.ped","vaxelis",2021-09-01,2021,91.59,"10 pack – 1 dose vial","cdc","ped"
"20694","DTaP-IPV-HIB-HEPB [6]","Merck","vaxelis.ped","vaxelis",2021-09-01,2021,91.59,"10 pack – 1 dose syringe","cdc","ped"
"20695","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2021-09-01,2021,14.06,"1 pack – 10 dose vial","cdc","ped"
"20696","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2021-09-01,2021,21.4,"10 pack – 1 dose syringe","cdc","ped"
"20697","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2021-09-01,2021,21.724,"10 pack – 1 dose syringe","cdc","ped"
"20698","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2021-09-01,2021,65.135,"10 pack – 1 dose syringe","cdc","ped"
"20699","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2021-09-01,2021,15.673,"10 pack – 1 dose syringe","cdc","ped"
"20700","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2021-09-01,2021,13,"10 pack – 1 dose vial","cdc","ped"
"20701","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2021-09-01,2021,13.79,"10 pack – 1 dose vial","cdc","ped"
"20702","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2021-09-01,2021,10.02,"5 pack – 1 dose vial","cdc","ped"
"20703","Hib [5]","GlaxoSmithKline","hiberix.ped","hiberix",2021-09-01,2021,9.621,"10 pack – 1 dose vial","cdc","ped"
"20704","HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9.ped","gardasil9",2021-09-01,2021,196.32,"10 pack – 1 dose syringe","cdc","ped"
"20705","MENB – Meningococcal Group B [5]","Pfizer","trumenba.ped","trumenba",2021-09-01,2021,119.93,"10 pack – 1 dose syringe","cdc","ped"
"20706","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2021-09-01,2021,128.604,"10 pack – 1 dose syringe","cdc","ped"
"20707","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2021-09-01,2021,100.05,"5 pack – 1 dose vial","cdc","ped"
"20708","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menquadfi.ped","menquadfi",2021-09-01,2021,100.05,"5 pack – 1 dose vial","cdc","ped"
"20709","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2021-09-01,2021,99.582,"5 pack – 1 dose vial","cdc","ped"
"20710","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2021-09-01,2021,22.11,"10 pack – 1 dose vial","cdc","ped"
"20711","MMR/Varicella [2]","Merck","proquad.ped","proquad",2021-09-01,2021,144.625,"10 pack – 1 dose vial","cdc","ped"
"20712","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2021-09-01,2021,150.83,"10 pack – 1 dose syringe","cdc","ped"
"20713","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2021-09-01,2021,62.08,"10 pack – 1 dose syringe","cdc","ped"
"20714","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-09-01,2021,74.73,"10 pack – 1 dose tube","cdc","ped"
"20715","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2021-09-01,2021,74.73,"25 pack – 1 dose tube","cdc","ped"
"20716","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2021-09-01,2021,99.443,"10 pack – 1 dose vial","cdc","ped"
"20717","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-09-01,2021,21.77,"10 pack – 1 dose syringe","cdc","ped"
"20718","Tetanus and Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2021-09-01,2021,21.77,"10 pack – 1 dose vial","cdc","ped"
