"","vaccine","brandname_tradename","packaging","cdc_cost_dose","contract_end_date","manufacturer","date","year","private_sector_cost_dose","ndc","contract_number"
"4712","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$126.97","03/31/2018","Pfizer",2017-09-01,2017,"$169.11","00005-1971-02","200-2017-93274"
"4713","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$48.72","03/31/2018","Merck",2017-09-01,2017,"$94.51","00006-4943-00","200-2017-93273"
"4714","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$69.12","03/31/2018","Merck",2017-09-01,2017,"$82.89","00006-4047-41","200-2017-93273"
"4715","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$69.12","03/31/2018","Merck",2017-09-01,2017,"$82.89","00006-4047-20","200-2017-93273"
"4716","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$91.05","03/31/2018","GlaxoSmithKline",2017-09-01,2017,"$109.75","58160-0854-52","200-2017-93272"
"4717","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$19.69","03/31/2018","Sanofi Pasteur",2017-09-01,2017,"$32.27","49281-0215-15","200-2017-93275"
"4718","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$19.69","03/31/2018","Sanofi Pasteur",2017-09-01,2017,"$32.27","49281-0215-10","200-2017-93275"
"4719","Tetanus and Diphtheria Toxoids [3]","Td Vaccine","10 pack – 1 dose vial","$12.513","03/31/2018","Grifols",2017-09-01,2017,"$23.926","13533-0131-01","200-2017-93271"
"4720","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.37","03/31/2018","GlaxoSmithKline",2017-09-01,2017,"$39.35","58160-0842-11","200-2017-93272"
"4721","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.37","03/31/2018","GlaxoSmithKline",2017-09-01,2017,"$39.35","58160-0842-52","200-2017-93272"
"4722","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$30.99","03/31/2018","Sanofi Pasteur",2017-09-01,2017,"$43.42","49281-0400-10","200-2017-93275"
"4723","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$30.99","03/31/2018","Sanofi Pasteur",2017-09-01,2017,"$43.42","49281-0400-15","200-2017-93275"
"4724","Varicella [5]","Varivax®","10 pack – 1 dose vial","$92.72","03/31/2018","Merck",2017-09-01,2017,"$122.02","00006-4827-00","200-2017-93273"
"4725","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$17.16","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$29.20","49281-0286-10","200-2017-93275"
"4726","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$17.73","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$22.40","58160-0810-11","200-2017-93272"
"4727","DTaP [1]","Infanrix®","10 pack – 1 dose syringe","$17.73","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$22.40","58160-0810-52","200-2017-93272"
"4728","DTaP-IPV [2]","Quadracel™","10 pack – 1 dose vial","$39.57","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$51.67","49281-0562-10","200-2017-93275"
"4729","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$39.57","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$49.35","58160-0812-11","200-2017-93272"
"4730","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$39.57","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$49.35","58160-0812-52","200-2017-93272"
"4731","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$56.43","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$72.73","58160-0811-52","200-2017-93272"
"4732","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$56.738","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$90.00","49281-0510-05","200-2017-93275"
"4733","e-IPV [5]","IPOL®","10 dose vial","$13.04","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$31.06","49281-0860-10","200-2017-93275"
"4734","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$18.75","03/31/2018","Merck",2017-12-01,2017,"$32.03","00006-4831-41","200-2017-93273"
"4735","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$18.68","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$30.14","58160-0825-11","200-2017-93272"
"4736","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$18.68","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$30.14","58160-0825-52","200-2017-93272"
"4737","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$56.97","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$98.10","58160-0815-52","200-2017-93272"
"4738","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$12.30","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$22.40","58160-0820-52","200-2017-93272"
"4739","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$12.30","03/31/2018","Merck",2017-12-01,2017,"$23.95","00006-4981-00","200-2017-93273"
"4740","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$12.79","03/31/2018","Merck",2017-12-01,2017,"$26.23","00006-4897-00","200-2017-93273"
"4741","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.55","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$15.75","49281-0545-03","200-2017-93275"
"4742","Hib [5]","Hiberix®","10 pack – 1 dose vial","$9.46","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$10.26","58160-0818-11","200-2017-93272"
"4743","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$154.28","03/31/2018","Merck",2017-12-01,2017,"$204.87","00006-4119-03","200-2017-93273"
"4744","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$100.98","03/31/2018","Pfizer",2017-12-01,2017,"$133.62","00005-0100-10","200-2017-93274"
"4745","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$160.75","58160-0976-20","200-2017-93272"
"4746","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$160.75","58160-0976-06","200-2017-93272"
"4747","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$89.16","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$112.93","49281-0589-05","200-2017-93275"
"4748","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$71.70","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$117.418","58160-0955-09","200-2017-93272"
"4749","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$20.59","03/31/2018","Merck",2017-12-01,2017,"$70.92","00006-4681-00","200-2017-93273"
"4750","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$118.72","03/31/2018","Merck",2017-12-01,2017,"$202.41","00006-4171-00","200-2017-93273"
"4751","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$126.97","03/31/2018","Pfizer",2017-12-01,2017,"$180.05","00005-1971-02","200-2017-93274"
"4752","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$48.72","03/31/2018","Merck",2017-12-01,2017,"$94.51","00006-4943-00","200-2017-93273"
"4753","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$69.12","03/31/2018","Merck",2017-12-01,2017,"$82.89","00006-4047-41","200-2017-93273"
"4754","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$69.12","03/31/2018","Merck",2017-12-01,2017,"$82.89","00006-4047-20","200-2017-93273"
"4755","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$91.05","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$109.75","58160-0854-52","200-2017-93272"
"4756","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$19.69","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$32.27","49281-0215-15","200-2017-93275"
"4757","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$19.69","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$32.27","49281-0215-10","200-2017-93275"
"4758","Tetanus and Diphtheria Toxoids [3]","Td Vaccine","10 pack – 1 dose vial","$12.513","03/31/2018","Grifols",2017-12-01,2017,"$23.926","13533-0131-01","200-2017-93271"
"4759","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.37","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$39.35","58160-0842-11","200-2017-93272"
"4760","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.37","03/31/2018","GlaxoSmithKline",2017-12-01,2017,"$39.35","58160-0842-52","200-2017-93272"
"4761","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$30.99","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$43.42","49281-0400-10","200-2017-93275"
"4762","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$30.99","03/31/2018","Sanofi Pasteur",2017-12-01,2017,"$43.42","49281-0400-15","200-2017-93275"
"4763","Varicella [5]","Varivax®","10 pack – 1 dose vial","$92.72","03/31/2018","Merck",2017-12-01,2017,"$122.02","00006-4827-00","200-2017-93273"
"4764","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$17.16","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$30.00","49281-0286-10","200-2017-93275"
"4765","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$17.73","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$22.40","58160-0810-11","200-2017-93272"
"4766","DTaP [1]","Infanrix®","10 pack – 1 dose syringe","$17.73","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$22.40","58160-0810-52","200-2017-93272"
"4767","DTaP-IPV [2]","Quadracel™","10 pack – 1 dose vial","$39.57","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$51.67","49281-0562-10","200-2017-93275"
"4768","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$39.57","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$49.35","58160-0812-11","200-2017-93272"
"4769","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$39.57","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$49.35","58160-0812-52","200-2017-93272"
"4770","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$56.43","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$72.73","58160-0811-52","200-2017-93272"
"4771","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$56.738","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$92.58","49281-0510-05","200-2017-93275"
"4772","e-IPV [5]","IPOL®","10 dose vial","$13.04","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$31.97","49281-0860-10","200-2017-93275"
"4773","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$18.75","03/31/2018","Merck",2018-01-01,2018,"$32.03","00006-4831-41","200-2017-93273"
"4774","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$18.68","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$30.14","58160-0825-11","200-2017-93272"
"4775","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$18.68","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$30.14","58160-0825-52","200-2017-93272"
"4776","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$56.97","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$98.10","58160-0815-52","200-2017-93272"
"4777","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$12.30","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$22.40","58160-0820-52","200-2017-93272"
"4778","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$12.30","03/31/2018","Merck",2018-01-01,2018,"$23.95","00006-4981-00","200-2017-93273"
"4779","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$12.79","03/31/2018","Merck",2018-01-01,2018,"$26.23","00006-4897-00","200-2017-93273"
"4780","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.55","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$16.05","49281-0545-03","200-2017-93275"
"4781","Hib [5]","Hiberix®","10 pack – 1 dose vial","$9.46","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$10.26","58160-0818-11","200-2017-93272"
"4782","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$154.28","03/31/2018","Merck",2018-01-01,2018,"$204.87","00006-4119-03","200-2017-93273"
"4783","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$100.98","03/31/2018","Pfizer",2018-01-01,2018,"$133.62","00005-0100-10","200-2017-93274"
"4784","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$160.75","58160-0976-20","200-2017-93272"
"4785","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$160.75","58160-0976-06","200-2017-93272"
"4786","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$89.16","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$116.30","49281-0589-05","200-2017-93275"
"4787","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$71.70","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$117.418","58160-0955-09","200-2017-93272"
"4788","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$20.59","03/31/2018","Merck",2018-01-01,2018,"$70.92","00006-4681-00","200-2017-93273"
"4789","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$118.72","03/31/2018","Merck",2018-01-01,2018,"$202.41","00006-4171-00","200-2017-93273"
"4790","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$126.97","03/31/2018","Pfizer",2018-01-01,2018,"$180.05","00005-1971-02","200-2017-93274"
"4791","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$48.72","03/31/2018","Merck",2018-01-01,2018,"$94.51","00006-4943-00","200-2017-93273"
"4792","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$69.12","03/31/2018","Merck",2018-01-01,2018,"$82.89","00006-4047-41","200-2017-93273"
"4793","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$69.12","03/31/2018","Merck",2018-01-01,2018,"$82.89","00006-4047-20","200-2017-93273"
"4794","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$91.05","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$109.75","58160-0854-52","200-2017-93272"
"4795","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$19.69","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$32.89","49281-0215-15","200-2017-93275"
"4796","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$19.69","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$32.89","49281-0215-10","200-2017-93275"
"4797","Tetanus and Diphtheria Toxoids [3]","Td Vaccine","10 pack – 1 dose vial","$12.513","03/31/2018","Grifols",2018-01-01,2018,"$23.926","13533-0131-01","200-2017-93271"
"4798","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.37","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$39.35","58160-0842-11","200-2017-93272"
"4799","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.37","03/31/2018","GlaxoSmithKline",2018-01-01,2018,"$39.35","58160-0842-52","200-2017-93272"
"4800","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$30.99","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$44.24","49281-0400-10","200-2017-93275"
"4801","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$30.99","03/31/2018","Sanofi Pasteur",2018-01-01,2018,"$44.24","49281-0400-15","200-2017-93275"
"4802","Varicella [5]","Varivax®","10 pack – 1 dose vial","$92.72","03/31/2018","Merck",2018-01-01,2018,"$122.02","00006-4827-00","200-2017-93273"
"4803","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$17.16","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$30.00","49281-0286-10","200-2017-93275"
"4804","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$17.73","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$22.40","58160-0810-11","200-2017-93272"
"4805","DTaP [1]","Infanrix®","10 pack – 1 dose syringe","$17.73","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$22.40","58160-0810-52","200-2017-93272"
"4806","DTaP-IPV [2]","Quadracel™","10 pack – 1 dose vial","$39.57","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$51.67","49281-0562-10","200-2017-93275"
"4807","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$39.57","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$49.35","58160-0812-11","200-2017-93272"
"4808","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$39.57","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$49.35","58160-0812-52","200-2017-93272"
"4809","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$56.43","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$72.73","58160-0811-52","200-2017-93272"
"4810","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$56.738","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$92.58","49281-0510-05","200-2017-93275"
"4811","e-IPV [5]","IPOL®","10 dose vial","$13.04","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$31.97","49281-0860-10","200-2017-93275"
"4812","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$18.75","03/31/2018","Merck",2018-02-01,2018,"$32.03","00006-4831-41","200-2017-93273"
"4813","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$18.68","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$30.14","58160-0825-11","200-2017-93272"
"4814","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$18.68","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$30.14","58160-0825-52","200-2017-93272"
"4815","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$56.97","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$98.10","58160-0815-52","200-2017-93272"
"4816","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$12.30","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$22.40","58160-0820-52","200-2017-93272"
"4817","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$12.30","03/31/2018","Merck",2018-02-01,2018,"$23.95","00006-4981-00","200-2017-93273"
"4818","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$12.79","03/31/2018","Merck",2018-02-01,2018,"$26.23","00006-4897-00","200-2017-93273"
"4819","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.55","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$16.05","49281-0545-03","200-2017-93275"
"4820","Hib [5]","Hiberix®","10 pack – 1 dose vial","$9.46","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$10.26","58160-0818-11","200-2017-93272"
"4821","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$145.07","03/31/2018","Merck",2018-02-01,2018,"$204.87","00006-4119-03","200-2017-93273"
"4822","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$100.98","03/31/2018","Pfizer",2018-02-01,2018,"$133.62","00005-0100-10","200-2017-93274"
"4823","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$160.75","58160-0976-20","200-2017-93272"
"4824","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$160.75","58160-0976-06","200-2017-93272"
"4825","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$89.16","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$116.30","49281-0589-05","200-2017-93275"
"4826","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$71.70","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$117.418","58160-0955-09","200-2017-93272"
"4827","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$20.59","03/31/2018","Merck",2018-02-01,2018,"$70.92","00006-4681-00","200-2017-93273"
"4828","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$118.72","03/31/2018","Merck",2018-02-01,2018,"$202.41","00006-4171-00","200-2017-93273"
"4829","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$126.97","03/31/2018","Pfizer",2018-02-01,2018,"$180.05","00005-1971-02","200-2017-93274"
"4830","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$48.72","03/31/2018","Merck",2018-02-01,2018,"$94.51","00006-4943-00","200-2017-93273"
"4831","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$69.12","03/31/2018","Merck",2018-02-01,2018,"$82.89","00006-4047-41","200-2017-93273"
"4832","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$69.12","03/31/2018","Merck",2018-02-01,2018,"$82.89","00006-4047-20","200-2017-93273"
"4833","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$91.05","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$109.75","58160-0854-52","200-2017-93272"
"4834","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$19.69","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$32.89","49281-0215-15","200-2017-93275"
"4835","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$19.69","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$32.89","49281-0215-10","200-2017-93275"
"4836","Tetanus and Diphtheria Toxoids [3]","Td Vaccine","10 pack – 1 dose vial","$12.513","03/31/2018","Grifols",2018-02-01,2018,"$23.926","13533-0131-01","200-2017-93271"
"4837","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.37","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$39.35","58160-0842-11","200-2017-93272"
"4838","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.37","03/31/2018","GlaxoSmithKline",2018-02-01,2018,"$39.35","58160-0842-52","200-2017-93272"
"4839","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$30.99","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$44.24","49281-0400-10","200-2017-93275"
"4840","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$30.99","03/31/2018","Sanofi Pasteur",2018-02-01,2018,"$44.24","49281-0400-15","200-2017-93275"
"4841","Varicella [5]","Varivax®","10 pack – 1 dose vial","$92.72","03/31/2018","Merck",2018-02-01,2018,"$122.02","00006-4827-00","200-2017-93273"
"4842","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$17.16","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$30.00","49281-0286-10","200-2017-93275"
"4843","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$17.73","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$22.40","58160-0810-11","200-2017-93272"
"4844","DTaP [1]","Infanrix®","10 pack – 1 dose syringe","$17.73","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$22.40","58160-0810-52","200-2017-93272"
"4845","DTaP-IPV [2]","Quadracel™","10 pack – 1 dose vial","$39.57","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$51.67","49281-0562-10","200-2017-93275"
"4846","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$39.57","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$49.35","58160-0812-11","200-2017-93272"
"4847","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$39.57","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$49.35","58160-0812-52","200-2017-93272"
"4848","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$56.43","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$72.73","58160-0811-52","200-2017-93272"
"4849","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$56.738","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$92.58","49281-0510-05","200-2017-93275"
"4850","e-IPV [5]","IPOL®","10 dose vial","$13.04","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$31.97","49281-0860-10","200-2017-93275"
"4851","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$18.75","03/31/2018","Merck",2018-03-01,2018,"$32.03","00006-4831-41","200-2017-93273"
"4852","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$18.68","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$30.14","58160-0825-11","200-2017-93272"
"4853","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$18.68","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$30.14","58160-0825-52","200-2017-93272"
